Gene.name	Gene.stable.ID	Mouse.gene.stable.ID	Mouse.gene.name
MIR30E	ENSG00000198974	ENSMUSG00000065409	Mir30e
SNORD72	ENSG00000212296	ENSMUSG00000077737	Snord72
RNU6-808P	ENSG00000212535	ENSMUSG00000088754	Gm24905
SNORA17B	ENSG00000276161	ENSMUSG00000064877	Gm23377
SNORA17B	ENSG00000276161	ENSMUSG00000064858	Snora43
SNORA63	ENSG00000199552	ENSMUSG00000065884	Gm22864
RNA5SP536	ENSG00000274408	ENSMUSG00000088861	Gm23065
RNA5SP536	ENSG00000274408	ENSMUSG00000084654	n-R5s150
RNA5SP536	ENSG00000274408	ENSMUSG00000089326	Gm25974
SNORD116-9	ENSG00000206727	ENSMUSG00000093929	Gm23862
U2	ENSG00000278135	ENSMUSG00000084461	Gm22958
MIR431	ENSG00000208001	ENSMUSG00000070080	Mir431
RNU6-175P	ENSG00000252705	ENSMUSG00000070236	Gm26327
MIR138-2	ENSG00000207649	ENSMUSG00000065512	Mir138-2
RNU1-98P	ENSG00000239023	ENSMUSG00000064403	Gm23928
AC023509.4	ENSG00000273658	ENSMUSG00000099112	Gm27406
SNORA52	ENSG00000199785	ENSMUSG00000089297	Gm24634
SNORA52	ENSG00000199785	ENSMUSG00000064666	Snora52
RNU6-1152P	ENSG00000207306	ENSMUSG00000089163	U6
RNU6-993P	ENSG00000252962	ENSMUSG00000096848	Gm23379
RNU6-1181P	ENSG00000206918	ENSMUSG00000064575	Gm25798
MIR497	ENSG00000284027	ENSMUSG00000105220	Mir497
RN7SKP66	ENSG00000252490	ENSMUSG00000084620	Gm25103
RN7SKP66	ENSG00000252490	ENSMUSG00000088500	Gm24419
RNU1-46P	ENSG00000207154	ENSMUSG00000093660	Gm26505
RNU6-948P	ENSG00000252183	ENSMUSG00000088106	Gm22378
RNU6-948P	ENSG00000252183	ENSMUSG00000088480	Gm23643
RNU6-1087P	ENSG00000252411	ENSMUSG00000089563	Gm24667
RNU6-1087P	ENSG00000252411	ENSMUSG00000088761	Gm24392
AL365205.2	ENSG00000206977	ENSMUSG00000093277	Gm26236
AL365205.2	ENSG00000206977	ENSMUSG00000065226	Gm25791
RNU6-481P	ENSG00000206921	ENSMUSG00000088779	Gm26034
Y_RNA	ENSG00000201668	ENSMUSG00000070235	Gm26329
RNU6-884P	ENSG00000200759	ENSMUSG00000064492	Gm22060
RNU6-332P	ENSG00000212495	ENSMUSG00000065623	Gm24762
7SK	ENSG00000274303	ENSMUSG00000088686	Gm24857
AL031650.1	ENSG00000212134	ENSMUSG00000087747	Gm25151
RNU2-28P	ENSG00000222389	ENSMUSG00000084621	Gm25106
RNU6-132P	ENSG00000206590	ENSMUSG00000077194	Gm23431
RNU6-989P	ENSG00000199626	ENSMUSG00000084456	Gm24593
RN7SKP164	ENSG00000251947	ENSMUSG00000088223	Gm22600
RN7SKP164	ENSG00000251947	ENSMUSG00000089016	Gm24883
Y_RNA	ENSG00000202385	ENSMUSG00000089170	Gm22431
RNU6-627P	ENSG00000200902	ENSMUSG00000064854	Gm24527
RNU6-627P	ENSG00000200902	ENSMUSG00000089292	Gm23209
RNU6-627P	ENSG00000200902	ENSMUSG00000087925	Gm23232
RNU6-627P	ENSG00000200902	ENSMUSG00000088583	Gm22965
RNU6-627P	ENSG00000200902	ENSMUSG00000084646	Gm24381
MIR16-2	ENSG00000198987	ENSMUSG00000065606	Mir16-2
RNU6-117P	ENSG00000202285	ENSMUSG00000098601	Gm27297
MIR488	ENSG00000202609	ENSMUSG00000070103	Mir488
RNU6-973P	ENSG00000201560	ENSMUSG00000087750	Gm23468
RNU6-973P	ENSG00000201560	ENSMUSG00000087825	Gm22279
MIR144	ENSG00000283819	ENSMUSG00000065401	Mir144
MIR675	ENSG00000284010	ENSMUSG00000076275	Mir675
SNORD110	ENSG00000221116	ENSMUSG00000080610	Snord110
SNORD115-47	ENSG00000212528	ENSMUSG00000077615	Gm25499
MIR542	ENSG00000207784	ENSMUSG00000076140	Mir542
SCARNA1	ENSG00000252947	ENSMUSG00000088990	Gm22767
AC171558.3	ENSG00000275249	ENSMUSG00000045306	Olfr734
RNA5SP194	ENSG00000201532	ENSMUSG00000084641	n-R5s21
MIR15B	ENSG00000207779	ENSMUSG00000065580	Mir15b
Y_RNA	ENSG00000200547	ENSMUSG00000084524	Gm24184
RNU1-23P	ENSG00000200231	ENSMUSG00000088506	Gm24409
MIR339	ENSG00000199023	ENSMUSG00000065593	Mir339
MIR532	ENSG00000207758	ENSMUSG00000070139	Mir532
RNU6-1312P	ENSG00000199295	ENSMUSG00000084417	Gm23463
AC126773.1	ENSG00000252040	ENSMUSG00000088735	Gm23897
MIR874	ENSG00000216009	ENSMUSG00000077962	Mir874
AC115085.1	ENSG00000252352	ENSMUSG00000084447	Gm26251
RN7SKP40	ENSG00000253020	ENSMUSG00000084750	Gm22453
RNU6-1170P	ENSG00000251783	ENSMUSG00000094906	Gm23573
RN7SKP154	ENSG00000222068	ENSMUSG00000089301	Gm24841
AL117190.7	ENSG00000276919	ENSMUSG00000098617	Gm27300
AL117190.7	ENSG00000276919	ENSMUSG00000098725	Gm27335
RNU6-1095P	ENSG00000251957	ENSMUSG00000089137	Gm24768
RNU6-278P	ENSG00000212247	ENSMUSG00000065319	Gm26066
MIR378A	ENSG00000199047	ENSMUSG00000105200	Mir378a
RNU1-151P	ENSG00000201142	ENSMUSG00000089342	Gm22666
RNU6-1042P	ENSG00000206931	ENSMUSG00000089162	Gm24129
RNU6-1085P	ENSG00000200446	ENSMUSG00000064446	Gm26228
SNORD113-6	ENSG00000200215	ENSMUSG00000088294	AF357425
SNORA35B	ENSG00000271907	ENSMUSG00000084421	Gm25107
Y_RNA	ENSG00000199862	ENSMUSG00000084644	Gm24379
RN7SKP241	ENSG00000240294	ENSMUSG00000084671	Gm26023
RNU6ATAC	ENSG00000221676	ENSMUSG00000080538	Gm25541
RNU6-387P	ENSG00000223263	ENSMUSG00000088661	Gm25334
SNORA31	ENSG00000199477	ENSMUSG00000088410	Gm24240
SNORA31	ENSG00000199477	ENSMUSG00000064652	Gm24165
SNORA31	ENSG00000199477	ENSMUSG00000065147	Snora31
Y_RNA	ENSG00000206646	ENSMUSG00000065701	Rny1
AP006442.1	ENSG00000252778	ENSMUSG00000089209	Gm26215
AP006442.1	ENSG00000252778	ENSMUSG00000089389	Gm24682
MIR216A	ENSG00000207798	ENSMUSG00000065539	Mir216a
RN7SKP230	ENSG00000202512	ENSMUSG00000084650	Gm22718
SNORD20	ENSG00000207280	ENSMUSG00000064696	Gm24148
SNORD19	ENSG00000212493	ENSMUSG00000077797	Snord19
RNU6-699P	ENSG00000252890	ENSMUSG00000093117	Gm22699
Y_RNA	ENSG00000206699	ENSMUSG00000084524	Gm24184
MIR19A	ENSG00000284204	ENSMUSG00000065416	Mir19a
RNU6-1103P	ENSG00000206877	ENSMUSG00000064781	Gm22686
RNU4-54P	ENSG00000252237	ENSMUSG00000084478	Gm26425
RNU6-16P	ENSG00000207113	ENSMUSG00000095016	Gm26285
AL035555.1	ENSG00000212586	ENSMUSG00000093277	Gm26236
AL035555.1	ENSG00000212586	ENSMUSG00000065226	Gm25791
RNU6-1336P	ENSG00000206613	ENSMUSG00000070240	Gm23516
AC012354.9	ENSG00000277809	ENSMUSG00000098828	Gm27283
RNU6-1206P	ENSG00000252148	ENSMUSG00000077511	Gm25875
RNU6-897P	ENSG00000252944	ENSMUSG00000088922	Gm24296
RNU6-122P	ENSG00000252627	ENSMUSG00000088171	Gm25220
RNU6-1229P	ENSG00000201165	ENSMUSG00000087750	Gm23468
RNU6-1229P	ENSG00000201165	ENSMUSG00000087825	Gm22279
AL138701.1	ENSG00000252550	ENSMUSG00000088335	Gm22843
SNORD11	ENSG00000238317	ENSMUSG00000089093	Snord11
RNU2-46P	ENSG00000252847	ENSMUSG00000084606	Gm23118
AC003657.1	ENSG00000278218	ENSMUSG00000099179	Gm27980
RNU6-524P	ENSG00000206997	ENSMUSG00000088964	Gm22087
RNU6-123P	ENSG00000251972	ENSMUSG00000099206	Gm27942
MIR372	ENSG00000199095	ENSMUSG00000078032	Mir291b
MIR372	ENSG00000199095	ENSMUSG00000077903	Mir294
RNU1-91P	ENSG00000201616	ENSMUSG00000065372	Gm22741
RNU1-91P	ENSG00000201616	ENSMUSG00000064476	Gm23405
RNU1-91P	ENSG00000201616	ENSMUSG00000088722	Gm22211
RNU1-91P	ENSG00000201616	ENSMUSG00000077406	Gm25421
RNU6-533P	ENSG00000206871	ENSMUSG00000064777	Gm25204
U8	ENSG00000200496	ENSMUSG00000064717	Gm24208
U8	ENSG00000200496	ENSMUSG00000064899	Snord118
AP000944.4	ENSG00000278144	ENSMUSG00000098986	Gm28006
RNU7-62P	ENSG00000238653	ENSMUSG00000088970	Gm23763
U3	ENSG00000200222	ENSMUSG00000098641	Rnu3b4
U3	ENSG00000200222	ENSMUSG00000064400	Gm23927
U3	ENSG00000200222	ENSMUSG00000105025	Rnu3b1
U3	ENSG00000200222	ENSMUSG00000077403	Gm25419
U3	ENSG00000200222	ENSMUSG00000065629	Gm24826
U3	ENSG00000200222	ENSMUSG00000098925	Rnu3b2
U3	ENSG00000200222	ENSMUSG00000064776	Gm25203
U3	ENSG00000200222	ENSMUSG00000104856	Rnu3b3
U3	ENSG00000200222	ENSMUSG00000065883	Gm22865
U3	ENSG00000200222	ENSMUSG00000098425	Gm24949
RN7SKP158	ENSG00000222385	ENSMUSG00000084566	Gm26477
RNA5S9	ENSG00000201321	ENSMUSG00000096358	n-R5s131
RNA5S9	ENSG00000201321	ENSMUSG00000094455	n-R5s129
RNA5S9	ENSG00000201321	ENSMUSG00000096132	n-R5s119
RNA5S9	ENSG00000201321	ENSMUSG00000095073	n-R5s101
RNA5S9	ENSG00000201321	ENSMUSG00000093960	n-R5s127
RNA5S9	ENSG00000201321	ENSMUSG00000096599	n-R5s114
RNA5S9	ENSG00000201321	ENSMUSG00000065893	n-R5s151
RNA5S9	ENSG00000201321	ENSMUSG00000096613	n-R5s102
RNU6-891P	ENSG00000207007	ENSMUSG00000096639	Gm22169
RNU6-832P	ENSG00000200189	ENSMUSG00000095422	Gm24415
RNU6-244P	ENSG00000212330	ENSMUSG00000092912	Gm24086
AC007325.2	ENSG00000277196	ENSMUSG00000003526	Prodh
SNORD35A	ENSG00000200259	ENSMUSG00000065818	Snord35a
RNU6-245P	ENSG00000206747	ENSMUSG00000065906	Gm26107
RN7SKP12	ENSG00000252084	ENSMUSG00000089075	Gm23820
RNU6-226P	ENSG00000200648	ENSMUSG00000064689	Gm25815
AC083867.1	ENSG00000201465	ENSMUSG00000065028	Gm25200
RNU6-675P	ENSG00000206963	ENSMUSG00000089102	Gm23113
RNU6-675P	ENSG00000206963	ENSMUSG00000064407	Gm23926
SNORD58B	ENSG00000271982	ENSMUSG00000064871	Snord58b
SNORD58B	ENSG00000271982	ENSMUSG00000065853	Gm22354
MIR185	ENSG00000208023	ENSMUSG00000065464	Mir185
RNU1-40P	ENSG00000252625	ENSMUSG00000088989	Gm25605
SNORA62	ENSG00000201980	ENSMUSG00000064925	Snora62
MIR200A	ENSG00000207607	ENSMUSG00000065400	Mir200a
RN7SKP297	ENSG00000223202	ENSMUSG00000088049	Gm23332
SNORD11B	ENSG00000271852	ENSMUSG00000089512	Gm26287
MIR598	ENSG00000207600	ENSMUSG00000076049	Mir598
MIR30D	ENSG00000199153	ENSMUSG00000065437	Mir30d
SNORD86	ENSG00000212498	ENSMUSG00000093645	Gm23187
MIR514B	ENSG00000252583	ENSMUSG00000106233	Mir509
MIR346	ENSG00000199104	ENSMUSG00000065481	Mir346
U1	ENSG00000206828	ENSMUSG00000095980	Gm23050
U1	ENSG00000206828	ENSMUSG00000094369	Gm26057
U1	ENSG00000206828	ENSMUSG00000095446	Gm25730
SNORD36B	ENSG00000200831	ENSMUSG00000064829	Gm22879
RNU6-725P	ENSG00000252371	ENSMUSG00000065872	Gm25681
MIR708	ENSG00000211997	ENSMUSG00000076143	Mir708
RNU6ATAC27P	ENSG00000221216	ENSMUSG00000088623	Gm23031
SNORA22B	ENSG00000206603	ENSMUSG00000065304	Gm23245
RNU6-685P	ENSG00000252897	ENSMUSG00000065787	Gm22681
RNU6-638P	ENSG00000252391	ENSMUSG00000088119	Gm24060
RNU6-793P	ENSG00000206960	ENSMUSG00000064669	Gm24461
SNORA62	ENSG00000201542	ENSMUSG00000064925	Snora62
RNU6-315P	ENSG00000199536	ENSMUSG00000065173	Gm22127
AL117190.5	ENSG00000275161	ENSMUSG00000098709	Gm27528
MIR28	ENSG00000207651	ENSMUSG00000065494	Mir28a
U4	ENSG00000278374	ENSMUSG00000084703	Gm22985
MIR21	ENSG00000284190	ENSMUSG00000065455	Mir21a
SNORA71E	ENSG00000274309	ENSMUSG00000065840	Gm25187
MIR496	ENSG00000207961	ENSMUSG00000070136	Mir496a
RNY1P7	ENSG00000207474	ENSMUSG00000065701	Rny1
AL669914.2	ENSG00000275856	ENSMUSG00000098479	Gm27263
AL669914.2	ENSG00000275856	ENSMUSG00000099318	Gm27735
RN7SKP120	ENSG00000222693	ENSMUSG00000084608	Gm22198
SNORA54	ENSG00000207008	ENSMUSG00000065118	Gm23297
MIR191	ENSG00000207605	ENSMUSG00000092915	Gm24083
RNU4-2	ENSG00000202538	ENSMUSG00000094377	Gm24407
U4	ENSG00000277986	ENSMUSG00000084581	Gm25179
RNU6-1247P	ENSG00000252431	ENSMUSG00000064737	Gm23056
RNU6-1247P	ENSG00000252431	ENSMUSG00000094803	Gm26072
RN7SKP157	ENSG00000251983	ENSMUSG00000084620	Gm25103
RN7SKP157	ENSG00000251983	ENSMUSG00000088500	Gm24419
RNU6-126P	ENSG00000252494	ENSMUSG00000088502	Gm22787
RNU6-1066P	ENSG00000200443	ENSMUSG00000089286	Gm24277
RNU6-1026P	ENSG00000207194	ENSMUSG00000096163	Gm24142
RNU6-1026P	ENSG00000207194	ENSMUSG00000088436	Gm25382
SNORD73A	ENSG00000208797	ENSMUSG00000064984	Snord73a
RNU6-1340P	ENSG00000207167	ENSMUSG00000087761	Gm23981
AC025614.1	ENSG00000199927	ENSMUSG00000065870	Rnu3a
RNU1-93P	ENSG00000201574	ENSMUSG00000064416	Gm22248
SNORA49	ENSG00000208892	ENSMUSG00000077254	Gm26079
RNU6-61P	ENSG00000202398	ENSMUSG00000065791	Gm25516
RNU6-61P	ENSG00000202398	ENSMUSG00000095052	Gm25672
RNU6-61P	ENSG00000202398	ENSMUSG00000096310	Gm23523
RNU6-282P	ENSG00000202227	ENSMUSG00000065815	Gm24697
RNU6-46P	ENSG00000206587	ENSMUSG00000065029	Gm25199
AC079945.1	ENSG00000207130	ENSMUSG00000065634	Gm24252
AC079945.1	ENSG00000207130	ENSMUSG00000077315	Gm24172
AC079945.1	ENSG00000207130	ENSMUSG00000077337	Gm23012
AC079945.1	ENSG00000207130	ENSMUSG00000077360	Gm23482
AC079945.1	ENSG00000207130	ENSMUSG00000077393	Gm24338
AC079945.1	ENSG00000207130	ENSMUSG00000077667	Gm26147
MIR29A	ENSG00000284032	ENSMUSG00000065610	Mir29a
AC023271.1	ENSG00000202059	ENSMUSG00000064634	Gm22620
RNU6-890P	ENSG00000206848	ENSMUSG00000077633	Gm22148
AC069285.1	ENSG00000199231	ENSMUSG00000077394	Gm24339
AC095353.1	ENSG00000201660	ENSMUSG00000065202	Gm24615
SNORA84	ENSG00000239183	ENSMUSG00000095977	Gm23513
SNORA84	ENSG00000239183	ENSMUSG00000087963	Gm25394
SNORA84	ENSG00000239183	ENSMUSG00000096684	Gm25989
Y_RNA	ENSG00000201228	ENSMUSG00000084524	Gm24184
MIR151A	ENSG00000254324	ENSMUSG00000065612	Mir151
RNU6-517P	ENSG00000207090	ENSMUSG00000064909	Gm25401
RNU6-854P	ENSG00000200906	ENSMUSG00000087734	Gm24646
MIR27B	ENSG00000207864	ENSMUSG00000065475	Mir27b
Y_RNA	ENSG00000199668	ENSMUSG00000064527	Gm26438
SNORD104	ENSG00000199753	ENSMUSG00000065126	Snord104
RNU6-258P	ENSG00000212186	ENSMUSG00000089286	Gm24277
RNU1-43P	ENSG00000201922	ENSMUSG00000088532	Gm22706
U1	ENSG00000273516	ENSMUSG00000089342	Gm22666
AL137186.3	ENSG00000251922	ENSMUSG00000065637	Gm26397
SNORA72	ENSG00000207249	ENSMUSG00000088114	Gm24061
RN7SKP135	ENSG00000252358	ENSMUSG00000084605	Gm23837
RNU1-142P	ENSG00000252491	ENSMUSG00000088394	Gm26312
RN7SL83P	ENSG00000241756	ENSMUSG00000093283	Gm22567
RN7SKP218	ENSG00000222154	ENSMUSG00000084639	Gm23888
RN7SKP163	ENSG00000200091	ENSMUSG00000089475	Gm25363
RNU6-696P	ENSG00000212136	ENSMUSG00000065312	Gm26063
RNU6-1288P	ENSG00000251859	ENSMUSG00000088449	Gm23559
SNORD45A	ENSG00000207241	ENSMUSG00000065738	Gm24494
SNORD62A	ENSG00000235284	ENSMUSG00000094382	Gm22192
RNU6-895P	ENSG00000206852	ENSMUSG00000087815	Gm22491
RNU6-1068P	ENSG00000222890	ENSMUSG00000084593	Gm22345
RNU6-1067P	ENSG00000207483	ENSMUSG00000094292	Gm23610
RNU1-89P	ENSG00000207322	ENSMUSG00000088913	Gm22611
RNU6-500P	ENSG00000199219	ENSMUSG00000088337	Gm22845
RNU6-500P	ENSG00000199219	ENSMUSG00000077431	Gm22591
AC007240.1	ENSG00000206647	ENSMUSG00000064960	Gm24406
RNU6-669P	ENSG00000202445	ENSMUSG00000095140	Gm24388
RNU6-1092P	ENSG00000252764	ENSMUSG00000065664	Gm22578
RNU6-288P	ENSG00000200560	ENSMUSG00000095594	Gm24304
RNU6-288P	ENSG00000200560	ENSMUSG00000089168	Gm24128
SNORD48	ENSG00000201823	ENSMUSG00000092687	Gm25744
RNU6-1338P	ENSG00000252137	ENSMUSG00000096331	Gm24712
RNU6-1338P	ENSG00000252137	ENSMUSG00000094408	Gm24072
RNU6-1338P	ENSG00000252137	ENSMUSG00000089383	Gm24676
RNU6-1338P	ENSG00000252137	ENSMUSG00000096482	Gm23977
RNU6-1338P	ENSG00000252137	ENSMUSG00000094188	Gm22621
RNU6-1338P	ENSG00000252137	ENSMUSG00000094579	Gm23552
RNU6-1338P	ENSG00000252137	ENSMUSG00000088426	Gm22555
SCARNA16	ENSG00000275143	ENSMUSG00000088903	Gm25434
SCARNA16	ENSG00000275143	ENSMUSG00000088529	Gm26083
RNU1-52P	ENSG00000206917	ENSMUSG00000064943	Gm23240
SNORD88C	ENSG00000220988	ENSMUSG00000080352	Gm26247
5_8S_rRNA	ENSG00000275877	ENSMUSG00000065922	n-R5-8s1
5_8S_rRNA	ENSG00000275877	ENSMUSG00000088595	Gm24601
Metazoa_SRP	ENSG00000278701	ENSMUSG00000093283	Gm22567
AC012531.7	ENSG00000277994	ENSMUSG00000098572	Gm27443
SNORD127	ENSG00000239043	ENSMUSG00000087790	Gm25970
RNU4-58P	ENSG00000200062	ENSMUSG00000095531	Gm25284
AC011375.1	ENSG00000277568	ENSMUSG00000099024	Gm27457
AC005837.3	ENSG00000274051	ENSMUSG00000098792	Gm27401
RN7SKP82	ENSG00000252595	ENSMUSG00000084598	Gm23867
AC011774.1	ENSG00000221139	ENSMUSG00000080607	Gm23839
RNU6-1094P	ENSG00000199286	ENSMUSG00000088653	Gm24851
RNU6-670P	ENSG00000201182	ENSMUSG00000088001	Gm22883
AC018515.1	ENSG00000212415	ENSMUSG00000105780	Snord80
RNU1-114P	ENSG00000202167	ENSMUSG00000089342	Gm22666
AC104212.1	ENSG00000206649	ENSMUSG00000065202	Gm24615
AC004542.5	ENSG00000276664	ENSMUSG00000098948	Gm27640
RNU6-381P	ENSG00000212561	ENSMUSG00000070258	Gm25207
RNU6-526P	ENSG00000201815	ENSMUSG00000084653	Gm26091
RNU6-81P	ENSG00000202478	ENSMUSG00000065382	Gm23097
RNU6-1269P	ENSG00000212441	ENSMUSG00000084479	Gm26424
RNU6-246P	ENSG00000207433	ENSMUSG00000093325	Gm26061
RNU6-1244P	ENSG00000200484	ENSMUSG00000087859	Gm22796
RNU6-187P	ENSG00000206866	ENSMUSG00000064510	Gm22458
RN7SKP25	ENSG00000199319	ENSMUSG00000084591	Gm22344
RNU6-1128P	ENSG00000199695	ENSMUSG00000088000	Gm25493
SNORA30B	ENSG00000202189	ENSMUSG00000065259	Snora30
SNORA30B	ENSG00000202189	ENSMUSG00000064581	Gm25133
RNU6-1304P	ENSG00000223306	ENSMUSG00000084504	Gm25323
U6	ENSG00000283418	ENSMUSG00000095857	Gm22618
SNORA36B	ENSG00000222370	ENSMUSG00000065692	Gm25410
SNORA36B	ENSG00000222370	ENSMUSG00000064442	Gm26225
SNORA36B	ENSG00000222370	ENSMUSG00000064410	Gm22247
SNORA36B	ENSG00000222370	ENSMUSG00000064609	Gm25635
SNORA36B	ENSG00000222370	ENSMUSG00000065728	Gm26175
SNORA36B	ENSG00000222370	ENSMUSG00000089014	Gm25520
SNORA36B	ENSG00000222370	ENSMUSG00000065187	Gm25136
AP002748.1	ENSG00000201733	ENSMUSG00000064897	Gm22504
RNU5E-5P	ENSG00000202249	ENSMUSG00000065658	Gm23102
RNU6-566P	ENSG00000252599	ENSMUSG00000084714	Gm24631
RNU6-737P	ENSG00000202240	ENSMUSG00000096290	Gm23932
RNU6-1055P	ENSG00000212387	ENSMUSG00000087720	Gm26279
RN7SKP194	ENSG00000223260	ENSMUSG00000089475	Gm25363
RNU4-48P	ENSG00000202429	ENSMUSG00000088096	Gm23672
RNU6-412P	ENSG00000252243	ENSMUSG00000084717	Gm24630
RNU1-97P	ENSG00000252681	ENSMUSG00000088989	Gm25605
SNORD113-4	ENSG00000201672	ENSMUSG00000089509	Gm23474
AL355598.1	ENSG00000222588	ENSMUSG00000089598	Gm26158
RNU1-139P	ENSG00000212609	ENSMUSG00000088913	Gm22611
SNORD23	ENSG00000221803	ENSMUSG00000080478	Snord23
RNU6-755P	ENSG00000201270	ENSMUSG00000088787	Gm25371
RNU6-436P	ENSG00000251980	ENSMUSG00000065296	Gm26122
RNU6-436P	ENSG00000251980	ENSMUSG00000088494	Gm24399
RNU6-985P	ENSG00000222114	ENSMUSG00000065798	Gm25518
MIR1-2	ENSG00000284453	ENSMUSG00000106348	Mir1a-2
SNORA70	ENSG00000253042	ENSMUSG00000092710	Gm22857
SNORA70	ENSG00000253042	ENSMUSG00000088196	Gm23902
SNORA70	ENSG00000253042	ENSMUSG00000088037	Gm24992
SNORA70	ENSG00000253042	ENSMUSG00000089460	Gm23699
SNORA70	ENSG00000253042	ENSMUSG00000088240	Gm22915
SNORA70	ENSG00000253042	ENSMUSG00000093139	Gm25999
SNORA70	ENSG00000253042	ENSMUSG00000088685	Gm23995
SNORA70	ENSG00000253042	ENSMUSG00000087967	Gm25391
SNORA70	ENSG00000253042	ENSMUSG00000089033	Gm22163
SNORA70	ENSG00000253042	ENSMUSG00000088005	Gm24787
SNORA70	ENSG00000253042	ENSMUSG00000088930	Gm25921
SNORA70	ENSG00000253042	ENSMUSG00000088303	Gm23382
SNORA70	ENSG00000253042	ENSMUSG00000089045	Gm26169
SNORA70	ENSG00000253042	ENSMUSG00000065036	Gm22362
SNORA70	ENSG00000253042	ENSMUSG00000088577	Gm25456
SNORA70	ENSG00000253042	ENSMUSG00000088695	Gm22334
SNORA70	ENSG00000253042	ENSMUSG00000088451	Gm26368
SNORA70	ENSG00000253042	ENSMUSG00000064994	Gm22422
SNORA70	ENSG00000253042	ENSMUSG00000089188	Gm22942
RNU6-133P	ENSG00000206716	ENSMUSG00000087730	Gm24650
RNU6-1154P	ENSG00000212303	ENSMUSG00000088385	Gm24689
RNA5S14	ENSG00000201355	ENSMUSG00000096170	n-R5s146
MIR186	ENSG00000207721	ENSMUSG00000065431	Mir186
Y_RNA	ENSG00000206676	ENSMUSG00000084524	Gm24184
MIR1-1	ENSG00000199017	ENSMUSG00000070144	Mir1a-1
RNU1-45P	ENSG00000253000	ENSMUSG00000088278	Gm23121
RNU6-223P	ENSG00000199700	ENSMUSG00000096444	Gm26139
SNORA78	ENSG00000273587	ENSMUSG00000089255	Snora78
SNORA20B	ENSG00000206947	ENSMUSG00000065202	Gm24615
RNU6-839P	ENSG00000200217	ENSMUSG00000075832	Gm22004
SNORA71A	ENSG00000225091	ENSMUSG00000088731	Gm23893
SNORA71A	ENSG00000225091	ENSMUSG00000064995	Gm26003
SNORD37	ENSG00000206775	ENSMUSG00000064441	Snord37
MIR30A	ENSG00000207827	ENSMUSG00000065405	Mir30a
RNU6-714P	ENSG00000252772	ENSMUSG00000084479	Gm26424
RNU2-50P	ENSG00000222426	ENSMUSG00000064550	Gm24623
RNU6-1112P	ENSG00000200455	ENSMUSG00000087718	Gm22236
AC016559.1	ENSG00000206592	ENSMUSG00000089291	Gm23208
AC016559.1	ENSG00000206592	ENSMUSG00000088314	Gm26186
AC016559.1	ENSG00000206592	ENSMUSG00000088790	Gm22541
AC016559.1	ENSG00000206592	ENSMUSG00000089131	Gm24769
U6	ENSG00000283300	ENSMUSG00000088344	Gm22336
RNU1-35P	ENSG00000199652	ENSMUSG00000064605	Gm22220
RNU6-1175P	ENSG00000202070	ENSMUSG00000096303	Gm25211
RNU6-95P	ENSG00000207428	ENSMUSG00000084466	Gm22960
Y_RNA	ENSG00000238943	ENSMUSG00000088230	Gm25427
SNORD116	ENSG00000252985	ENSMUSG00000077772	Gm22373
AC096743.1	ENSG00000199857	ENSMUSG00000096191	Gm26135
AC096743.1	ENSG00000199857	ENSMUSG00000096473	Gm24463
AC096743.1	ENSG00000199857	ENSMUSG00000094179	Snord50b
AC096743.1	ENSG00000199857	ENSMUSG00000095772	Gm23017
AC096743.1	ENSG00000199857	ENSMUSG00000094263	Snord50a
U3	ENSG00000212598	ENSMUSG00000080616	Gm22152
RNU1-33P	ENSG00000201119	ENSMUSG00000075719	Gm23741
RNU1-33P	ENSG00000201119	ENSMUSG00000089021	Gm25012
RNU1-33P	ENSG00000201119	ENSMUSG00000065303	Gm23249
RNU1-33P	ENSG00000201119	ENSMUSG00000088904	Gm25440
SNORA11G	ENSG00000221750	ENSMUSG00000084450	Gm24595
MIR374B	ENSG00000212027	ENSMUSG00000076269	Mir374b
RNU6-299P	ENSG00000253032	ENSMUSG00000084527	Gm24185
AL359273.1	ENSG00000199959	ENSMUSG00000064658	Gm24166
AL359273.1	ENSG00000199959	ENSMUSG00000065852	Gm22353
RNU6-1079P	ENSG00000199731	ENSMUSG00000088760	Gm24393
SNORD116-7	ENSG00000207133	ENSMUSG00000093929	Gm23862
AL590229.1	ENSG00000200422	ENSMUSG00000064731	Snord45b
RN7SL426P	ENSG00000263815	ENSMUSG00000093283	Gm22567
AC091179.3	ENSG00000273750	ENSMUSG00000099133	Gm27605
MIR135A2	ENSG00000207586	ENSMUSG00000065524	Mir135a-2
SNORA35	ENSG00000208839	ENSMUSG00000077767	Snora35
RNU4-84P	ENSG00000201070	ENSMUSG00000065811	Gm24695
SNORD83	ENSG00000223294	ENSMUSG00000065273	Gm25128
SNORD1A	ENSG00000278261	ENSMUSG00000065094	Snord1a
SNORD26	ENSG00000276788	ENSMUSG00000065392	Gm25894
RNU6-316P	ENSG00000212329	ENSMUSG00000084479	Gm26424
AC021733.1	ENSG00000206776	ENSMUSG00000065847	Gm25188
AC021733.1	ENSG00000206776	ENSMUSG00000064471	Gm23406
AC021733.1	ENSG00000206776	ENSMUSG00000064811	Gm22358
SNORA23	ENSG00000201998	ENSMUSG00000064451	Snora23
RNU6-1113P	ENSG00000207076	ENSMUSG00000077562	Gm23203
MIR124-3	ENSG00000207598	ENSMUSG00000065454	Mir124a-3
